Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,checkpoint-4bw7,checkpoint-gv9f,checkpoint-fk7v,branch-gxdo,checkpoint-3ran,branch-az1z,checkpoint-ivyp,checkpoint-lc6f,checkpoint-i3d1,randomiser-ab8b,randomiser-jycv,randomiser-ygby,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
5,1633098260823,01/10/2021 14:24:20,1633098264772,-4,01/10/2021 10:24:24,50681,20,task-hf2c,,16120861,oe986hvy,4764175,,complete,iiwnjc,,computer,Desktop or Laptop,Windows 10,Edge 93.0.961.38,1600x900,1561x748,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target1,Spreadsheet1,Spreadsheet1,1,1,4,YesUnderstand,advancementZone,continue_button,1342,,,,,0,1,0,,,,,,Completion code
6,1633098260965,01/10/2021 14:24:20,1633098264788,-4,01/10/2021 10:24:24,50681,20,task-hf2c,,16120861,oe986hvy,4764175,,complete,iiwnjc,,computer,Desktop or Laptop,Windows 10,Edge 93.0.961.38,1600x900,1561x748,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target1,Spreadsheet1,Spreadsheet1,1,1,6,Blank,Zone1,timelimit_screen,16.55500000000029,,,,,0,1,0,,,1,,,Completion code
7,1633098260965,01/10/2021 14:24:20,1633098264791,-4,01/10/2021 10:24:24,50681,20,task-hf2c,,16120861,oe986hvy,4764175,,complete,iiwnjc,,computer,Desktop or Laptop,Windows 10,Edge 93.0.961.38,1600x900,1561x748,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target1,Spreadsheet1,,,END TASK,,,,,9062,,,,,0,1,0,,,,,,
1,1633098254107,01/10/2021 14:24:14,1633098253938,-7,01/10/2021 07:24:13,50681,20,task-hf2c,,16120868,2dotmwv5,4764168,,complete,zejpmh,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1183x687,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1633098259334,01/10/2021 14:24:19,1633098259207,-7,01/10/2021 07:24:19,50681,20,task-hf2c,,16120868,2dotmwv5,4764168,,complete,zejpmh,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1183x687,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,5220.399999856949,,,,,0,1,0,,,,,,Completion code
3,1633098265406,01/10/2021 14:24:25,1633098265281,-7,01/10/2021 07:24:25,50681,20,task-hf2c,,16120868,2dotmwv5,4764168,,complete,zejpmh,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1183x687,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,6068.900000095367,,,,,0,1,0,,,,,,Completion code
4,1633098268091,01/10/2021 14:24:28,1633098267953,-7,01/10/2021 07:24:27,50681,20,task-hf2c,,16120868,2dotmwv5,4764168,,complete,zejpmh,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1183x687,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonA,response_button_text,2663.600000143051,,,Yes,1,1,0,0,,,,,,Completion code
5,1633098270516,01/10/2021 14:24:30,1633098270408,-7,01/10/2021 07:24:30,50681,20,task-hf2c,,16120868,2dotmwv5,4764168,,complete,zejpmh,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1183x687,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,4,YesUnderstand,advancementZone,continue_button,2450.5999999046326,,,,,0,1,0,,,,,,Completion code
6,1633098270774,01/10/2021 14:24:30,1633098270413,-7,01/10/2021 07:24:30,50681,20,task-hf2c,,16120868,2dotmwv5,4764168,,complete,zejpmh,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1183x687,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,6,Blank,Zone1,timelimit_screen,16.60399999999936,,,,,0,1,0,,,1,,,Completion code
7,1633098270774,01/10/2021 14:24:30,1633098270415,-7,01/10/2021 07:24:30,50681,20,task-hf2c,,16120868,2dotmwv5,4764168,,complete,zejpmh,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1183x687,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,,,END TASK,,,,,16477,,,,,0,1,0,,,,,,
1,1633098259599,01/10/2021 14:24:19,1633098259428,-7,01/10/2021 07:24:19,50681,20,task-hf2c,,16120872,bulryy1d,4764179,,complete,ztyapl,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1633098266150,01/10/2021 14:24:26,1633098266012,-7,01/10/2021 07:24:26,50681,20,task-hf2c,,16120872,bulryy1d,4764179,,complete,ztyapl,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,6522,,,,,0,1,0,,,,,,Completion code
3,1633098285045,01/10/2021 14:24:45,1633098284936,-7,01/10/2021 07:24:44,50681,20,task-hf2c,,16120872,bulryy1d,4764179,,complete,ztyapl,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,18908,,,,,0,1,0,,,,,,Completion code
4,1633098314271,01/10/2021 14:25:14,1633098314131,-7,01/10/2021 07:25:14,50681,20,task-hf2c,,16120872,bulryy1d,4764179,,complete,ztyapl,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonA,response_button_text,29172,,,Yes,1,1,0,0,,,,,,Completion code
5,1633098316190,01/10/2021 14:25:16,1633098316077,-7,01/10/2021 07:25:16,50681,20,task-hf2c,,16120872,bulryy1d,4764179,,complete,ztyapl,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,4,YesUnderstand,advancementZone,continue_button,1930,,,,,0,1,0,,,,,,Completion code
6,1633098316424,01/10/2021 14:25:16,1633098316101,-7,01/10/2021 07:25:16,50681,20,task-hf2c,,16120872,bulryy1d,4764179,,complete,ztyapl,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,6,Blank,Zone1,timelimit_screen,31.25,,,,,0,1,0,,,1,,,Completion code
7,1633098316424,01/10/2021 14:25:16,1633098316103,-7,01/10/2021 07:25:16,50681,20,task-hf2c,,16120872,bulryy1d,4764179,,complete,ztyapl,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1366x768,1366x625,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,,,END TASK,,,,,56675,,,,,0,1,0,,,,,,
1,1633098262501,01/10/2021 14:24:22,1633098275260,-4,01/10/2021 10:24:35,50681,20,task-hf2c,,16120875,v840wa12,4764166,,complete,eojkvr,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.71,1366x768,1366x657,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1633098279850,01/10/2021 14:24:39,1633098291421,-4,01/10/2021 10:24:51,50681,20,task-hf2c,,16120875,v840wa12,4764166,,complete,eojkvr,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.71,1366x768,1366x657,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,16081.099999904633,,,,,0,1,0,,,,,,Completion code
3,1633098281241,01/10/2021 14:24:41,1633098294072,-4,01/10/2021 10:24:54,50681,20,task-hf2c,,16120875,v840wa12,4764166,,complete,eojkvr,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.71,1366x768,1366x657,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,2640.5999999046326,,,,,0,1,0,,,,,,Completion code
4,1633098285670,01/10/2021 14:24:45,1633098297185,-4,01/10/2021 10:24:57,50681,20,task-hf2c,,16120875,v840wa12,4764166,,complete,eojkvr,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.71,1366x768,1366x657,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonA,response_button_text,3099.7000002861023,,,Yes,1,1,0,0,,,,,,Completion code
5,1633098286158,01/10/2021 14:24:46,1633098299016,-4,01/10/2021 10:24:59,50681,20,task-hf2c,,16120875,v840wa12,4764166,,complete,eojkvr,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.71,1366x768,1366x657,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,4,YesUnderstand,advancementZone,continue_button,1821.5999999046326,,,,,0,1,0,,,,,,Completion code
6,1633098286548,01/10/2021 14:24:46,1633098299032,-4,01/10/2021 10:24:59,50681,20,task-hf2c,,16120875,v840wa12,4764166,,complete,eojkvr,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.71,1366x768,1366x657,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,Spreadsheet1,1,1,6,Blank,Zone1,timelimit_screen,16.66599999999744,,,,,0,1,0,,,1,,,Completion code
7,1633098286548,01/10/2021 14:24:46,1633098299034,-4,01/10/2021 10:24:59,50681,20,task-hf2c,,16120875,v840wa12,4764166,,complete,eojkvr,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.71,1366x768,1366x657,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target2,Target1,Target2,Spreadsheet1,,,END TASK,,,,,23774,,,,,0,1,0,,,,,,
1,1633098262119,01/10/2021 14:24:22,1633098261930,-4,01/10/2021 10:24:21,50681,20,task-hf2c,,16120880,jlby4gor,4764182,,complete,ipvbcs,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target1,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1633098264976,01/10/2021 14:24:24,1633098264856,-4,01/10/2021 10:24:24,50681,20,task-hf2c,,16120880,jlby4gor,4764182,,complete,ipvbcs,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target1,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,2838.5999999046326,,,,,0,1,0,,,,,,Completion code
3,1633098275307,01/10/2021 14:24:35,1633098275202,-4,01/10/2021 10:24:35,50681,20,task-hf2c,,16120880,jlby4gor,4764182,,complete,ipvbcs,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target1,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,10329.300000190735,,,,,0,1,0,,,,,,Completion code
4,1633098282210,01/10/2021 14:24:42,1633098282084,-4,01/10/2021 10:24:42,50681,20,task-hf2c,,16120880,jlby4gor,4764182,,complete,ipvbcs,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target1,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonA,response_button_text,6862.599999904633,,,Yes,1,1,0,0,,,,,,Completion code
5,1633098306990,01/10/2021 14:25:06,1633098306828,-4,01/10/2021 10:25:06,50681,20,task-hf2c,,16120880,jlby4gor,4764182,,complete,ipvbcs,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target1,Spreadsheet1,Spreadsheet1,1,1,4,YesUnderstand,advancementZone,continue_button,24728.799999713898,,,,,0,1,0,,,,,,Completion code
6,1633098307240,01/10/2021 14:25:07,1633098306870,-4,01/10/2021 10:25:06,50681,20,task-hf2c,,16120880,jlby4gor,4764182,,complete,ipvbcs,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target1,Spreadsheet1,Spreadsheet1,1,1,6,Blank,Zone1,timelimit_screen,19.851999999998952,,,,,0,1,0,,,1,,,Completion code
7,1633098307240,01/10/2021 14:25:07,1633098306872,-4,01/10/2021 10:25:06,50681,20,task-hf2c,,16120880,jlby4gor,4764182,,complete,ipvbcs,,computer,Desktop or Laptop,Windows 10,Chrome 93.0.4577.82,1280x720,1280x609,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target1,Spreadsheet1,,,END TASK,,,,,44942,,,,,0,1,0,,,,,,
1,1633098287113,01/10/2021 14:24:47,1633098284417,-4,01/10/2021 10:24:44,50681,20,task-hf2c,,16120906,upkvdor1,4764189,,complete,zmvqij,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1473x951,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1633098383892,01/10/2021 14:26:23,1633098381250,-4,01/10/2021 10:26:21,50681,20,task-hf2c,,16120906,upkvdor1,4764189,,complete,zmvqij,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1473x1012,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,1,WillGetCC,advancementZone,continue_button,96745.90000009537,,,,,0,1,0,,,,,,Completion code
3,1633098387002,01/10/2021 14:26:27,1633098384352,-4,01/10/2021 10:26:24,50681,20,task-hf2c,,16120906,upkvdor1,4764189,,complete,zmvqij,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1473x1012,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,2,DontPutWorkerID,advancementZone,continue_button,3094.5999999046326,,,,,0,1,0,,,,,,Completion code
4,1633098390644,01/10/2021 14:26:30,1633098388002,-4,01/10/2021 10:26:28,50681,20,task-hf2c,,16120906,upkvdor1,4764189,,complete,zmvqij,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1473x1012,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,3,Understand?,buttonA,response_button_text,3637.899999976158,,,Yes,1,1,0,0,,,,,,Completion code
5,1633098394303,01/10/2021 14:26:34,1633098391640,-4,01/10/2021 10:26:31,50681,20,task-hf2c,,16120906,upkvdor1,4764189,,complete,zmvqij,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1473x1012,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,4,YesUnderstand,advancementZone,continue_button,3631.5,,,,,0,1,0,,,,,,Completion code
6,1633098394436,01/10/2021 14:26:34,1633098391650,-4,01/10/2021 10:26:31,50681,20,task-hf2c,,16120906,upkvdor1,4764189,,complete,zmvqij,,computer,Desktop or Laptop,Windows 10,Chrome 94.0.4606.61,1920x1080,1473x1012,Demographics complete,Mturk additional instructions,1,Consent complete,Task complete,Demographics complete,AcceptedConsent,,AgeInRange1,,Age in range,Inventories complete,Target1,Target2,Target2,Spreadsheet1,Spreadsheet1,1,1,6,Blank,Zone1,timelimit_screen,16.679999999993015,,,,,0,1,0,,,1,,,Completion code
